epoch,lr-AdamW,step,test_acc,test_f1,test_loss,test_precision,test_recall,train_acc,train_f1,train_loss,train_precision,train_recall,val_acc,val_f1,val_loss,val_precision,val_recall
105,,423,,,,,,,,,,,0.6333333253860474,0.5576106905937195,1.973036527633667,0.56330406665802,0.6099414825439453
105,,423,,,,,,1.0,1.0,0.6818987727165222,1.0,1.0,,,,,
,0.001,424,,,,,,,,,,,,,,,
106,,427,,,,,,,,,,,0.5333333015441895,0.47935670614242554,2.1517510414123535,0.4700292646884918,0.5505847930908203
106,,427,,,,,,1.0,1.0,0.6703324317932129,1.0,1.0,,,,,
,0.001,428,,,,,,,,,,,,,,,
107,,431,,,,,,,,,,,0.6333333253860474,0.507805585861206,2.0276215076446533,0.49330559372901917,0.573055624961853
107,,431,,,,,,1.0,1.0,0.6784706115722656,1.0,1.0,,,,,
,0.001,432,,,,,,,,,,,,,,,
108,,435,,,,,,,,,,,0.6333333253860474,0.46906566619873047,2.018583059310913,0.4551515281200409,0.5239899158477783
108,,435,,,,,,1.0,1.0,0.6839805841445923,1.0,1.0,,,,,
,0.001,436,,,,,,,,,,,,,,,
109,,439,,,,,,,,,,,0.6333333253860474,0.5295555591583252,2.1466636657714844,0.5368055701255798,0.5811111330986023
109,,439,,,,,,1.0,1.0,0.6782659888267517,1.0,1.0,,,,,
,0.001,440,,,,,,,,,,,,,,,
110,,443,,,,,,,,,,,0.6333333253860474,0.5036842226982117,2.1134564876556396,0.5062280893325806,0.5596491694450378
110,,443,,,,,,1.0,1.0,0.679842472076416,1.0,1.0,,,,,
,0.001,444,,,,,,,,,,,,,,,
111,,447,,,,,,,,,,,0.6000000238418579,0.46131351590156555,2.0412633419036865,0.4449722170829773,0.5247222185134888
111,,447,,,,,,1.0,1.0,0.6783907413482666,1.0,1.0,,,,,
,0.001,448,,,,,,,,,,,,,,,
112,,451,,,,,,,,,,,0.6000000238418579,0.4852500259876251,2.0642688274383545,0.46913889050483704,0.5569444894790649
112,,451,,,,,,1.0,1.0,0.6741184592247009,1.0,1.0,,,,,
,0.001,452,,,,,,,,,,,,,,,
113,,455,,,,,,,,,,,0.5666666626930237,0.47661906480789185,2.1471524238586426,0.4643055498600006,0.5408332943916321
113,,455,,,,,,1.0,1.0,0.679765522480011,1.0,1.0,,,,,
,0.001,456,,,,,,,,,,,,,,,
114,,459,,,,,,,,,,,0.6000000238418579,0.5022514462471008,2.0807392597198486,0.4835965037345886,0.5845029354095459
114,,459,,,,,,1.0,1.0,0.6813634037971497,1.0,1.0,,,,,
,0.001,460,,,,,,,,,,,,,,,
115,,463,,,,,,,,,,,0.6333333253860474,0.5475080013275146,2.0347867012023926,0.5609722137451172,0.5811110734939575
115,,463,,,,,,1.0,1.0,0.6735203266143799,1.0,1.0,,,,,
,0.001,464,,,,,,,,,,,,,,,
116,,467,,,,,,,,,,,0.5333333015441895,0.41056349873542786,2.1289031505584717,0.3918055593967438,0.46027782559394836
116,,467,,,,,,1.0,1.0,0.6672008633613586,1.0,1.0,,,,,
,0.001,468,,,,,,,,,,,,,,,
117,,471,,,,,,,,,,,0.6000000238418579,0.462924599647522,2.146876335144043,0.43691667914390564,0.5247222185134888
117,,471,,,,,,1.0,1.0,0.6721078753471375,1.0,1.0,,,,,
,0.001,472,,,,,,,,,,,,,,,
118,,475,,,,,,,,,,,0.6000000238418579,0.49377191066741943,2.133077621459961,0.47511693835258484,0.5760233998298645
118,,475,,,,,,1.0,1.0,0.6835861206054688,1.0,1.0,,,,,
,0.001,476,,,,,,,,,,,,,,,
119,,479,,,,,,,,,,,0.6000000238418579,0.4870912730693817,2.0761778354644775,0.47316667437553406,0.5488889217376709
119,,479,,,,,,1.0,1.0,0.6735439300537109,1.0,1.0,,,,,
,0.001,480,,,,,,,,,,,,,,,
120,,483,,,,,,,,,,,0.6666666865348816,0.5529167056083679,1.992633581161499,0.5456666350364685,0.5972222685813904
120,,483,,,,,,1.0,1.0,0.6839804649353027,1.0,1.0,,,,,
,0.001,484,,,,,,,,,,,,,,,
121,,487,,,,,,,,,,,0.699999988079071,0.5331230163574219,2.017760753631592,0.5214999914169312,0.5891667008399963
121,,487,,,,,,1.0,1.0,0.6740679144859314,1.0,1.0,,,,,
,0.001,488,,,,,,,,,,,,,,,
122,,491,,,,,,,,,,,0.699999988079071,0.5677619576454163,2.067911386489868,0.5730555653572083,0.6133334040641785
122,,491,,,,,,1.0,1.0,0.674517810344696,1.0,1.0,,,,,
,0.001,492,,,,,,,,,,,,,,,
123,,495,,,,,,,,,,,0.6333333253860474,0.5118333697319031,2.095341920852661,0.5126388669013977,0.5730555653572083
123,,495,,,,,,1.0,1.0,0.6694796085357666,1.0,1.0,,,,,
,0.001,496,,,,,,,,,,,,,,,
124,,499,,,,,,,,,,,0.5666666626930237,0.4659166634082794,2.0606658458709717,0.4490000009536743,0.532777726650238
124,,499,,,,,,1.0,1.0,0.6699129939079285,1.0,1.0,,,,,
,0.001,500,,,,,,,,,,,,,,,
125,,503,,,,,,,,,,,0.5666666626930237,0.4636150896549225,1.9737225770950317,0.45302778482437134,0.5086110830307007
125,,503,,,,,,1.0,1.0,0.6719236969947815,1.0,1.0,,,,,
,0.001,504,,,,,,,,,,,,,,,
126,,507,,,,,,,,,,,0.5666666626930237,0.4820217490196228,2.0575554370880127,0.47426900267601013,0.5336257219314575
126,,507,,,,,,1.0,1.0,0.6653847098350525,1.0,1.0,,,,,
,0.001,508,,,,,,,,,,,,,,,
127,,511,,,,,,,,,,,0.5666666626930237,0.4634999930858612,2.1266908645629883,0.4481944441795349,0.532777726650238
127,,511,,,,,,1.0,1.0,0.6642086505889893,1.0,1.0,,,,,
,0.001,512,,,,,,,,,,,,,,,
128,,515,,,,,,,,,,,0.5333333015441895,0.4309599697589874,2.076233386993408,0.42767196893692017,0.4629630148410797
128,,515,,,,,,1.0,1.0,0.6713597774505615,1.0,1.0,,,,,
,0.001,516,,,,,,,,,,,,,,,
129,,519,,,,,,,,,,,0.6333333253860474,0.527932345867157,1.9815318584442139,0.5344736576080322,0.5760233998298645
129,,519,,,,,,1.0,1.0,0.6682960987091064,1.0,1.0,,,,,
,0.001,520,,,,,,,,,,,,,,,
130,,523,,,,,,,,,,,0.5,0.43772220611572266,2.0433061122894287,0.4320833384990692,0.4844444990158081
130,,523,,,,,,1.0,1.0,0.6659622192382812,1.0,1.0,,,,,
,0.001,524,,,,,,,,,,,,,,,
131,,527,,,,,,,,,,,0.5333333015441895,0.46672219038009644,2.0830039978027344,0.4481944441795349,0.5247222185134888
131,,527,,,,,,1.0,1.0,0.6776798963546753,1.0,1.0,,,,,
,0.001,528,,,,,,,,,,,,,,,
132,,531,,,,,,,,,,,0.6333333253860474,0.5454970598220825,1.9915881156921387,0.5463449954986572,0.6099414825439453
132,,531,,,,,,1.0,1.0,0.6640000343322754,1.0,1.0,,,,,
,0.001,532,,,,,,,,,,,,,,,
133,,535,,,,,,,,,,,0.6333333253860474,0.4430159032344818,2.0755057334899902,0.44531747698783875,0.4936508238315582
133,,535,,,,,,1.0,1.0,0.6790357232093811,1.0,1.0,,,,,
,0.001,536,,,,,,,,,,,,,,,
134,,539,,,,,,,,,,,0.6333333253860474,0.4583597779273987,2.1716725826263428,0.44531747698783875,0.5166666507720947
134,,539,,,,,,1.0,1.0,0.6753608584403992,1.0,1.0,,,,,
,0.001,540,,,,,,,,,,,,,,,
135,,543,,,,,,,,,,,0.6666666865348816,0.5411786437034607,2.094932794570923,0.541638970375061,0.5891667008399963
135,,543,,,,,,1.0,1.0,0.6676952838897705,1.0,1.0,,,,,
,0.001,544,,,,,,,,,,,,,,,
136,,547,,,,,,,,,,,0.6000000238418579,0.49595239758491516,1.9942570924758911,0.4844444692134857,0.5488889217376709
136,,547,,,,,,1.0,1.0,0.6751312613487244,1.0,1.0,,,,,
,0.001,548,,,,,,,,,,,,,,,
137,,551,,,,,,,,,,,0.6333333253860474,0.49546781182289124,2.051851511001587,0.47511693835258484,0.5675438642501831
137,,551,,,,,,1.0,1.0,0.6741440892219543,1.0,1.0,,,,,
,0.001,552,,,,,,,,,,,,,,,
138,,555,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0945663452148438,0.53956139087677,0.5929824709892273
138,,555,,,,,,1.0,1.0,0.6691356897354126,1.0,1.0,,,,,
,0.001,556,,,,,,,,,,,,,,,
139,,559,,,,,,,,,,,0.6000000238418579,0.5259941220283508,2.0361268520355225,0.5259941816329956,0.5845029354095459
139,,559,,,,,,1.0,1.0,0.6669629216194153,1.0,1.0,,,,,
,0.001,560,,,,,,,,,,,,,,,
140,,563,,,,,,,,,,,0.6333333253860474,0.5454970598220825,1.9478721618652344,0.5463449954986572,0.6099414825439453
140,,563,,,,,,1.0,1.0,0.6648609638214111,1.0,1.0,,,,,
,0.001,564,,,,,,,,,,,,,,,
141,,567,,,,,,,,,,,0.6333333253860474,0.5013228058815002,2.039724349975586,0.5013228058815002,0.5550264716148376
141,,567,,,,,,1.0,1.0,0.6678999662399292,1.0,1.0,,,,,
,0.001,568,,,,,,,,,,,,,,,
142,,571,,,,,,,,,,,0.6000000238418579,0.46373018622398376,2.1282365322113037,0.4483862519264221,0.5320106744766235
142,,571,,,,,,1.0,1.0,0.6650815606117249,1.0,1.0,,,,,
,0.001,572,,,,,,,,,,,,,,,
143,,575,,,,,,,,,,,0.6000000238418579,0.4872305989265442,2.032125949859619,0.4835965037345886,0.5505847930908203
143,,575,,,,,,1.0,1.0,0.6711592078208923,1.0,1.0,,,,,
,0.001,576,,,,,,,,,,,,,,,
144,,579,,,,,,,,,,,0.6333333253860474,0.5185079574584961,1.953001856803894,0.5166666507720947,0.5730555653572083
144,,579,,,,,,1.0,1.0,0.6702696084976196,1.0,1.0,,,,,
,0.001,580,,,,,,,,,,,,,,,
145,,583,,,,,,,,,,,0.6333333253860474,0.5099811553955078,2.00246000289917,0.5135979056358337,0.547354519367218
145,,583,,,,,,1.0,1.0,0.6621394157409668,1.0,1.0,,,,,
,0.001,584,,,,,,,,,,,,,,,
146,,587,,,,,,,,,,,0.6666666865348816,0.5118333697319031,1.9841638803482056,0.5142499804496765,0.5649999976158142
146,,587,,,,,,1.0,1.0,0.6645686626434326,1.0,1.0,,,,,
,0.001,588,,,,,,,,,,,,,,,
147,,591,,,,,,,,,,,0.6000000238418579,0.440933495759964,2.0513830184936523,0.42537036538124084,0.5013228058815002
147,,591,,,,,,1.0,1.0,0.6648349165916443,1.0,1.0,,,,,
,0.001,592,,,,,,,,,,,,,,,
148,,595,,,,,,,,,,,0.6333333253860474,0.5335833430290222,2.0653884410858154,0.541638970375061,0.5811111330986023
148,,595,,,,,,1.0,1.0,0.6647273302078247,1.0,1.0,,,,,
,0.001,596,,,,,,,,,,,,,,,
149,,599,,,,,,,,,,,0.6000000238418579,0.5115789175033569,2.021862745285034,0.5242982506752014,0.5505847930908203
149,,599,,,,,,1.0,1.0,0.6655476093292236,1.0,1.0,,,,,
,0.001,600,,,,,,,,,,,,,,,
150,,603,,,,,,,,,,,0.6333333253860474,0.5192105174064636,2.0246827602386475,0.5259941816329956,0.5675439238548279
150,,603,,,,,,1.0,1.0,0.6648812890052795,1.0,1.0,,,,,
,0.001,604,,,,,,,,,,,,,,,
151,,607,,,,,,,,,,,0.6000000238418579,0.4739722013473511,2.1504061222076416,0.4610833525657654,0.532777726650238
151,,607,,,,,,1.0,1.0,0.6638241410255432,1.0,1.0,,,,,
,0.001,608,,,,,,,,,,,,,,,
152,,611,,,,,,,,,,,0.6333333253860474,0.5429531931877136,2.177666664123535,0.5429532527923584,0.6099414825439453
152,,611,,,,,,1.0,1.0,0.6693947911262512,1.0,1.0,,,,,
,0.001,612,,,,,,,,,,,,,,,
153,,615,,,,,,,,,,,0.6333333253860474,0.5491311550140381,2.1195273399353027,0.5548245906829834,0.6014620065689087
153,,615,,,,,,1.0,1.0,0.6654289364814758,1.0,1.0,,,,,
,0.001,616,,,,,,,,,,,,,,,
154,,619,,,,,,,,,,,0.6333333253860474,0.499750018119812,1.993767261505127,0.5053889155387878,0.5408334136009216
154,,619,,,,,,1.0,1.0,0.6675446033477783,1.0,1.0,,,,,
,0.001,620,,,,,,,,,,,,,,,
155,,623,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.963584542274475,0.5182777643203735,0.5649999976158142
155,,623,,,,,,1.0,1.0,0.6724058985710144,1.0,1.0,,,,,
,0.001,624,,,,,,,,,,,,,,,
156,,627,,,,,,,,,,,0.6000000238418579,0.44520238041877747,2.081061601638794,0.4449722170829773,0.5005555748939514
156,,627,,,,,,1.0,1.0,0.6635825037956238,1.0,1.0,,,,,
,0.001,628,,,,,,,,,,,,,,,
157,,631,,,,,,,,,,,0.6000000238418579,0.4806468188762665,2.0290610790252686,0.48524999618530273,0.5247222185134888
157,,631,,,,,,1.0,1.0,0.6669207811355591,1.0,1.0,,,,,
,0.001,632,,,,,,,,,,,,,,,
158,,635,,,,,,,,,,,0.6000000238418579,0.46833330392837524,1.991681694984436,0.47511693835258484,0.5166666507720947
158,,635,,,,,,1.0,1.0,0.6622852087020874,1.0,1.0,,,,,
,0.001,636,,,,,,,,,,,,,,,
159,,639,,,,,,,,,,,0.6333333253860474,0.5032023787498474,2.0108745098114014,0.5094166994094849,0.5488889217376709
159,,639,,,,,,1.0,1.0,0.6634504795074463,1.0,1.0,,,,,
,0.001,640,,,,,,,,,,,,,,,
160,,643,,,,,,,,,,,0.6666666865348816,0.5118333697319031,2.074195623397827,0.5142499804496765,0.5649999976158142
160,,643,,,,,,1.0,1.0,0.6678676009178162,1.0,1.0,,,,,
,0.001,644,,,,,,,,,,,,,,,
161,,647,,,,,,,,,,,0.6000000238418579,0.47155559062957764,2.2483620643615723,0.4481944441795349,0.5569444894790649
161,,647,,,,,,1.0,1.0,0.6696540713310242,1.0,1.0,,,,,
,0.001,648,,,,,,,,,,,,,,,
162,,651,,,,,,,,,,,0.6000000238418579,0.5107309818267822,2.1578447818756104,0.520906388759613,0.5505847930908203
162,,651,,,,,,1.0,1.0,0.6629788875579834,1.0,1.0,,,,,
,0.001,652,,,,,,,,,,,,,,,
163,,655,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.1045477390289307,0.53956139087677,0.5929824709892273
163,,655,,,,,,1.0,1.0,0.6642163991928101,1.0,1.0,,,,,
,0.001,656,,,,,,,,,,,,,,,
164,,659,,,,,,,,,,,0.6666666865348816,0.5255095958709717,2.1373329162597656,0.5217544436454773,0.5929824709892273
164,,659,,,,,,1.0,1.0,0.661222517490387,1.0,1.0,,,,,
,0.001,660,,,,,,,,,,,,,,,
165,,663,,,,,,,,,,,0.5666666626930237,0.431047648191452,2.0684092044830322,0.4119444489479065,0.5005555748939514
165,,663,,,,,,1.0,1.0,0.668289303779602,1.0,1.0,,,,,
,0.001,664,,,,,,,,,,,,,,,
166,,667,,,,,,,,,,,0.5333333015441895,0.41288602352142334,2.010596513748169,0.40974751114845276,0.44343435764312744
166,,667,,,,,,1.0,1.0,0.6640793085098267,1.0,1.0,,,,,
,0.001,668,,,,,,,,,,,,,,,
167,,671,,,,,,,,,,,0.6666666865348816,0.5118333697319031,1.9736148118972778,0.5142499804496765,0.5649999976158142
167,,671,,,,,,1.0,1.0,0.6617304086685181,1.0,1.0,,,,,
,0.001,672,,,,,,,,,,,,,,,
168,,675,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0039174556732178,0.53956139087677,0.5929824709892273
168,,675,,,,,,1.0,1.0,0.6607035994529724,1.0,1.0,,,,,
,0.001,676,,,,,,,,,,,,,,,
169,,679,,,,,,,,,,,0.5666666626930237,0.4563870131969452,2.0843136310577393,0.4629629850387573,0.4936508238315582
169,,679,,,,,,1.0,1.0,0.6652571558952332,1.0,1.0,,,,,
,0.001,680,,,,,,,,,,,,,,,
170,,683,,,,,,,,,,,0.6333333253860474,0.4846746325492859,2.098662853240967,0.4763889014720917,0.5488888621330261
170,,683,,,,,,1.0,1.0,0.6683032512664795,1.0,1.0,,,,,
,0.001,684,,,,,,,,,,,,,,,
171,,687,,,,,,,,,,,0.6333333253860474,0.5336257815361023,2.0203793048858643,0.5251462459564209,0.6099414825439453
171,,687,,,,,,1.0,1.0,0.6589521765708923,1.0,1.0,,,,,
,0.001,688,,,,,,,,,,,,,,,
172,,691,,,,,,,,,,,0.6333333253860474,0.5177568793296814,2.0492055416107178,0.5175146460533142,0.5760233998298645
172,,691,,,,,,1.0,1.0,0.6627424955368042,1.0,1.0,,,,,
,0.001,692,,,,,,,,,,,,,,,
173,,695,,,,,,,,,,,0.5666666626930237,0.4965580701828003,2.1089026927948,0.503947377204895,0.5421053171157837
173,,695,,,,,,1.0,1.0,0.6692618727684021,1.0,1.0,,,,,
,0.001,696,,,,,,,,,,,,,,,
174,,699,,,,,,,,,,,0.5666666626930237,0.47477778792381287,2.070192813873291,0.4930754005908966,0.5086110830307007
174,,699,,,,,,1.0,1.0,0.6606320738792419,1.0,1.0,,,,,
,0.001,700,,,,,,,,,,,,,,,
175,,703,,,,,,,,,,,0.6000000238418579,0.5086716413497925,2.030355215072632,0.5124269127845764,0.5590643286705017
175,,703,,,,,,1.0,1.0,0.6602196097373962,1.0,1.0,,,,,
,0.001,704,,,,,,,,,,,,,,,
176,,707,,,,,,,,,,,0.5666666626930237,0.4999499022960663,2.007230281829834,0.48698827624320984,0.5675439238548279
176,,707,,,,,,1.0,1.0,0.660365641117096,1.0,1.0,,,,,
,0.001,708,,,,,,,,,,,,,,,
177,,711,,,,,,,,,,,0.6333333253860474,0.5166666507720947,1.9428467750549316,0.5243386626243591,0.5550264716148376
177,,711,,,,,,1.0,1.0,0.6610140204429626,1.0,1.0,,,,,
,0.001,712,,,,,,,,,,,,,,,
178,,715,,,,,,,,,,,0.6333333253860474,0.49353572726249695,1.9539369344711304,0.49330559372901917,0.5488888621330261
178,,715,,,,,,1.0,1.0,0.6580983996391296,1.0,1.0,,,,,
,0.001,716,,,,,,,,,,,,,,,
179,,719,,,,,,,,,,,0.6000000238418579,0.4779999852180481,2.0691750049591064,0.4836389124393463,0.5247222185134888
179,,719,,,,,,1.0,1.0,0.6615748405456543,1.0,1.0,,,,,
,0.001,720,,,,,,,,,,,,,,,
180,,723,,,,,,,,,,,0.6000000238418579,0.4779999852180481,2.060540199279785,0.4836389124393463,0.5247222185134888
180,,723,,,,,,1.0,1.0,0.6585357189178467,1.0,1.0,,,,,
,0.001,724,,,,,,,,,,,,,,,
181,,727,,,,,,,,,,,0.6333333253860474,0.49595239758491516,1.987451434135437,0.4965277910232544,0.5488888621330261
181,,727,,,,,,1.0,1.0,0.6561062335968018,1.0,1.0,,,,,
,0.001,728,,,,,,,,,,,,,,,
182,,731,,,,,,,,,,,0.6333333253860474,0.5177568793296814,1.9922147989273071,0.5175146460533142,0.5760233998298645
182,,731,,,,,,1.0,1.0,0.655326247215271,1.0,1.0,,,,,
,0.001,732,,,,,,,,,,,,,,,
183,,735,,,,,,,,,,,0.6666666865348816,0.5734795331954956,2.0320656299591064,0.5768713355064392,0.6269006133079529
183,,735,,,,,,1.0,1.0,0.6664857268333435,1.0,1.0,,,,,
,0.001,736,,,,,,,,,,,,,,,
184,,739,,,,,,,,,,,0.6666666865348816,0.5537222623825073,2.001837968826294,0.5569444894790649,0.5972222685813904
184,,739,,,,,,1.0,1.0,0.6524815559387207,1.0,1.0,,,,,
,0.001,740,,,,,,,,,,,,,,,
185,,743,,,,,,,,,,,0.6333333253860474,0.5007857084274292,1.9734610319137573,0.5005555748939514,0.5488888621330261
185,,743,,,,,,1.0,1.0,0.6599814891815186,1.0,1.0,,,,,
,0.001,744,,,,,,,,,,,,,,,
186,,747,,,,,,,,,,,0.6333333253860474,0.49353572726249695,2.0024499893188477,0.49330559372901917,0.5488888621330261
186,,747,,,,,,1.0,1.0,0.6574083566665649,1.0,1.0,,,,,
,0.001,748,,,,,,,,,,,,,,,
187,,751,,,,,,,,,,,0.6666666865348816,0.5118333697319031,2.0035557746887207,0.5142499804496765,0.5649999976158142
187,,751,,,,,,1.0,1.0,0.6597302556037903,1.0,1.0,,,,,
,0.001,752,,,,,,,,,,,,,,,
188,,755,,,,,,,,,,,0.6333333253860474,0.5032023787498474,2.086919069290161,0.5094166994094849,0.5488889217376709
188,,755,,,,,,1.0,1.0,0.6593948602676392,1.0,1.0,,,,,
,0.001,756,,,,,,,,,,,,,,,
189,,759,,,,,,,,,,,0.6333333253860474,0.5177568793296814,2.0982515811920166,0.5175146460533142,0.5760233998298645
189,,759,,,,,,1.0,1.0,0.660006582736969,1.0,1.0,,,,,
,0.001,760,,,,,,,,,,,,,,,
190,,763,,,,,,,,,,,0.6666666865348816,0.5472778081893921,2.078313112258911,0.5545278191566467,0.5891667008399963
190,,763,,,,,,1.0,1.0,0.6641907691955566,1.0,1.0,,,,,
,0.001,764,,,,,,,,,,,,,,,
191,,767,,,,,,,,,,,0.6333333253860474,0.5174722075462341,2.0828869342803955,0.5174722075462341,0.5811111330986023
191,,767,,,,,,1.0,1.0,0.6655973196029663,1.0,1.0,,,,,
,0.001,768,,,,,,,,,,,,,,,
192,,771,,,,,,,,,,,0.6333333253860474,0.4737734794616699,2.0424933433532715,0.46174243092536926,0.5239899158477783
192,,771,,,,,,1.0,1.0,0.6603516936302185,1.0,1.0,,,,,
,0.001,772,,,,,,,,,,,,,,,
193,,775,,,,,,,,,,,0.6333333253860474,0.4476190507411957,2.0123209953308105,0.4261375963687897,0.5166666507720947
193,,775,,,,,,1.0,1.0,0.6548486948013306,1.0,1.0,,,,,
,0.001,776,,,,,,,,,,,,,,,
194,,779,,,,,,,,,,,0.6333333253860474,0.449920654296875,1.9905511140823364,0.42920637130737305,0.5166666507720947
194,,779,,,,,,1.0,1.0,0.6571357846260071,1.0,1.0,,,,,
,0.001,780,,,,,,,,,,,,,,,
195,,783,,,,,,,,,,,0.5666666626930237,0.4345000088214874,2.0575826168060303,0.4151666760444641,0.5005555748939514
195,,783,,,,,,1.0,1.0,0.6550031304359436,1.0,1.0,,,,,
,0.001,784,,,,,,,,,,,,,,,
196,,787,,,,,,,,,,,0.6333333253860474,0.5522806644439697,2.0723016262054443,0.5548245906829834,0.6099414825439453
196,,787,,,,,,1.0,1.0,0.654497504234314,1.0,1.0,,,,,
,0.001,788,,,,,,,,,,,,,,,
197,,791,,,,,,,,,,,0.6000000238418579,0.47823017835617065,2.004422903060913,0.4763889014720917,0.532777726650238
197,,791,,,,,,1.0,1.0,0.6578481793403625,1.0,1.0,,,,,
,0.001,792,,,,,,,,,,,,,,,
198,,795,,,,,,,,,,,0.6000000238418579,0.4897381067276001,1.9695136547088623,0.4925000071525574,0.532777726650238
198,,795,,,,,,1.0,1.0,0.6544172763824463,1.0,1.0,,,,,
,0.001,796,,,,,,,,,,,,,,,
199,,799,,,,,,,,,,,0.6666666865348816,0.5190833806991577,2.0395565032958984,0.5214999914169312,0.5649999976158142
199,,799,,,,,,1.0,1.0,0.6557183265686035,1.0,1.0,,,,,
,0.001,800,,,,,,,,,,,,,,,
200,,803,,,,,,,,,,,0.699999988079071,0.5958897471427917,2.097675323486328,0.6014620065689087,0.6438596248626709
200,,803,,,,,,1.0,1.0,0.6574753522872925,1.0,1.0,,,,,
,0.001,804,,,,,,,,,,,,,,,
201,,807,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9881458282470703,0.53956139087677,0.5929824709892273
201,,807,,,,,,1.0,1.0,0.6589879393577576,1.0,1.0,,,,,
,0.001,808,,,,,,,,,,,,,,,
202,,811,,,,,,,,,,,0.6333333253860474,0.48274853825569153,1.974829077720642,0.45900586247444153,0.5675438642501831
202,,811,,,,,,1.0,1.0,0.6573731899261475,1.0,1.0,,,,,
,0.001,812,,,,,,,,,,,,,,,
203,,815,,,,,,,,,,,0.6333333253860474,0.46833333373069763,1.9831715822219849,0.4457778036594391,0.5408332943916321
203,,815,,,,,,1.0,1.0,0.6538506746292114,1.0,1.0,,,,,
,0.001,816,,,,,,,,,,,,,,,
204,,819,,,,,,,,,,,0.6333333253860474,0.48274853825569153,1.9750829935073853,0.45900586247444153,0.5675438642501831
204,,819,,,,,,1.0,1.0,0.6569720506668091,1.0,1.0,,,,,
,0.001,820,,,,,,,,,,,,,,,
205,,823,,,,,,,,,,,0.6000000238418579,0.45730993151664734,2.023822546005249,0.42763155698776245,0.5505847930908203
205,,823,,,,,,1.0,1.0,0.6604229211807251,1.0,1.0,,,,,
,0.001,824,,,,,,,,,,,,,,,
206,,827,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0181515216827393,0.53956139087677,0.5929824709892273
206,,827,,,,,,1.0,1.0,0.6586464047431946,1.0,1.0,,,,,
,0.001,828,,,,,,,,,,,,,,,
207,,831,,,,,,,,,,,0.6666666865348816,0.5129841566085815,1.9685574769973755,0.5166666507720947,0.5649999976158142
207,,831,,,,,,1.0,1.0,0.6580332517623901,1.0,1.0,,,,,
,0.001,832,,,,,,,,,,,,,,,
208,,835,,,,,,,,,,,0.6666666865348816,0.5129841566085815,1.958836317062378,0.5166666507720947,0.5649999976158142
208,,835,,,,,,1.0,1.0,0.6562365293502808,1.0,1.0,,,,,
,0.001,836,,,,,,,,,,,,,,,
209,,839,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9483914375305176,0.53956139087677,0.5929824709892273
209,,839,,,,,,1.0,1.0,0.6515653729438782,1.0,1.0,,,,,
,0.001,840,,,,,,,,,,,,,,,
210,,843,,,,,,,,,,,0.6666666865348816,0.5190833806991577,1.9211779832839966,0.5214999914169312,0.5649999976158142
210,,843,,,,,,1.0,1.0,0.6510367393493652,1.0,1.0,,,,,
,0.001,844,,,,,,,,,,,,,,,
211,,847,,,,,,,,,,,0.6666666865348816,0.49365079402923584,1.9178950786590576,0.4951852262020111,0.5396825671195984
211,,847,,,,,,1.0,1.0,0.6507179141044617,1.0,1.0,,,,,
,0.001,848,,,,,,,,,,,,,,,
212,,851,,,,,,,,,,,0.6666666865348816,0.49365079402923584,1.947685718536377,0.4951852262020111,0.5396825671195984
212,,851,,,,,,1.0,1.0,0.664617121219635,1.0,1.0,,,,,
,0.001,852,,,,,,,,,,,,,,,
213,,855,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.099780321121216,0.53956139087677,0.5929824709892273
213,,855,,,,,,1.0,1.0,0.6561538577079773,1.0,1.0,,,,,
,0.001,856,,,,,,,,,,,,,,,
214,,859,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0823466777801514,0.53956139087677,0.5929824709892273
214,,859,,,,,,1.0,1.0,0.6546885371208191,1.0,1.0,,,,,
,0.001,860,,,,,,,,,,,,,,,
215,,863,,,,,,,,,,,0.6333333253860474,0.5005555748939514,1.9160492420196533,0.5086110830307007,0.5408334136009216
215,,863,,,,,,1.0,1.0,0.6487295031547546,1.0,1.0,,,,,
,0.001,864,,,,,,,,,,,,,,,
216,,867,,,,,,,,,,,0.6000000238418579,0.45463889837265015,1.9052525758743286,0.43611112236976624,0.5247222185134888
216,,867,,,,,,1.0,1.0,0.6545444130897522,1.0,1.0,,,,,
,0.001,868,,,,,,,,,,,,,,,
217,,871,,,,,,,,,,,0.5666666626930237,0.43956348299980164,1.984370470046997,0.4191944897174835,0.5086111426353455
217,,871,,,,,,1.0,1.0,0.6467361450195312,1.0,1.0,,,,,
,0.001,872,,,,,,,,,,,,,,,
218,,875,,,,,,,,,,,0.6333333253860474,0.49595239758491516,1.9534624814987183,0.4965277910232544,0.5488888621330261
218,,875,,,,,,1.0,1.0,0.656386137008667,1.0,1.0,,,,,
,0.001,876,,,,,,,,,,,,,,,
219,,879,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.8831225633621216,0.5429531931877136,0.5929824709892273
