epoch,lr-AdamW,step,test_acc,test_f1,test_loss,test_precision,test_recall,train_acc,train_f1,train_loss,train_precision,train_recall,val_acc,val_f1,val_loss,val_precision,val_recall
219,,879,,,,,,1.0,1.0,0.653067946434021,1.0,1.0,,,,,
,0.001,880,,,,,,,,,,,,,,,
220,,883,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.8915882110595703,0.5182777643203735,0.5649999976158142
220,,883,,,,,,1.0,1.0,0.653184711933136,1.0,1.0,,,,,
,0.001,884,,,,,,,,,,,,,,,
221,,887,,,,,,,,,,,0.6333333253860474,0.48614034056663513,1.9740537405014038,0.46324560046195984,0.5675438642501831
221,,887,,,,,,1.0,1.0,0.6630868315696716,1.0,1.0,,,,,
,0.001,888,,,,,,,,,,,,,,,
222,,891,,,,,,,,,,,0.6333333253860474,0.48614034056663513,2.077645778656006,0.46324560046195984,0.5675438642501831
222,,891,,,,,,1.0,1.0,0.6546747088432312,1.0,1.0,,,,,
,0.001,892,,,,,,,,,,,,,,,
223,,895,,,,,,,,,,,0.6000000238418579,0.5118212103843689,2.0183534622192383,0.51581871509552,0.5590643286705017
223,,895,,,,,,1.0,1.0,0.6566414833068848,1.0,1.0,,,,,
,0.001,896,,,,,,,,,,,,,,,
224,,899,,,,,,,,,,,0.6333333253860474,0.5110277533531189,1.9145091772079468,0.5166666507720947,0.5488889217376709
224,,899,,,,,,1.0,1.0,0.6530846357345581,1.0,1.0,,,,,
,0.001,900,,,,,,,,,,,,,,,
225,,903,,,,,,,,,,,0.6666666865348816,0.5190833806991577,1.8993682861328125,0.5214999914169312,0.5649999976158142
225,,903,,,,,,1.0,1.0,0.6546995043754578,1.0,1.0,,,,,
,0.001,904,,,,,,,,,,,,,,,
226,,907,,,,,,,,,,,0.6666666865348816,0.5190833806991577,1.967760682106018,0.5214999914169312,0.5649999976158142
226,,907,,,,,,1.0,1.0,0.6572126150131226,1.0,1.0,,,,,
,0.001,908,,,,,,,,,,,,,,,
227,,911,,,,,,,,,,,0.6333333253860474,0.47075000405311584,1.9430285692214966,0.4490000009536743,0.5408332943916321
227,,911,,,,,,1.0,1.0,0.6549310088157654,1.0,1.0,,,,,
,0.001,912,,,,,,,,,,,,,,,
228,,915,,,,,,,,,,,0.6333333253860474,0.48868420720100403,1.9310303926467896,0.46663743257522583,0.5675438642501831
228,,915,,,,,,1.0,1.0,0.6530287265777588,1.0,1.0,,,,,
,0.001,916,,,,,,,,,,,,,,,
229,,919,,,,,,,,,,,0.6333333253860474,0.5310819149017334,1.9489880800247192,0.5378655791282654,0.5760233998298645
229,,919,,,,,,1.0,1.0,0.6533105969429016,1.0,1.0,,,,,
,0.001,920,,,,,,,,,,,,,,,
230,,923,,,,,,,,,,,0.6666666865348816,0.5190833806991577,1.9482284784317017,0.5214999914169312,0.5649999976158142
230,,923,,,,,,1.0,1.0,0.6494680047035217,1.0,1.0,,,,,
,0.001,924,,,,,,,,,,,,,,,
231,,927,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.992043137550354,0.5429531931877136,0.5929824709892273
231,,927,,,,,,1.0,1.0,0.6558534502983093,1.0,1.0,,,,,
,0.001,928,,,,,,,,,,,,,,,
232,,931,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.9838875532150269,0.5429531931877136,0.5929824709892273
232,,931,,,,,,1.0,1.0,0.6532915830612183,1.0,1.0,,,,,
,0.001,932,,,,,,,,,,,,,,,
233,,935,,,,,,,,,,,0.6333333253860474,0.5576106905937195,1.9675254821777344,0.56330406665802,0.6099414825439453
233,,935,,,,,,1.0,1.0,0.6561548709869385,1.0,1.0,,,,,
,0.001,936,,,,,,,,,,,,,,,
234,,939,,,,,,,,,,,0.6333333253860474,0.51228266954422,1.9517784118652344,0.5166666507720947,0.5550264716148376
234,,939,,,,,,1.0,1.0,0.6569717526435852,1.0,1.0,,,,,
,0.001,940,,,,,,,,,,,,,,,
235,,943,,,,,,,,,,,0.6333333253860474,0.5072301030158997,1.9025022983551025,0.5132143497467041,0.5488888621330261
235,,943,,,,,,1.0,1.0,0.6549728512763977,1.0,1.0,,,,,
,0.001,944,,,,,,,,,,,,,,,
236,,947,,,,,,,,,,,0.6333333253860474,0.528174638748169,1.9045662879943848,0.532777726650238,0.5730555653572083
236,,947,,,,,,1.0,1.0,0.6530872583389282,1.0,1.0,,,,,
,0.001,948,,,,,,,,,,,,,,,
237,,951,,,,,,,,,,,0.6666666865348816,0.5448611378669739,1.951871633529663,0.5456666946411133,0.5972222685813904
237,,951,,,,,,1.0,1.0,0.6509506106376648,1.0,1.0,,,,,
,0.001,952,,,,,,,,,,,,,,,
238,,955,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0040388107299805,0.53956139087677,0.5929824709892273
238,,955,,,,,,1.0,1.0,0.650192379951477,1.0,1.0,,,,,
,0.001,956,,,,,,,,,,,,,,,
239,,959,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9899953603744507,0.53956139087677,0.5929824709892273
239,,959,,,,,,1.0,1.0,0.6528795957565308,1.0,1.0,,,,,
,0.001,960,,,,,,,,,,,,,,,
240,,963,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9513187408447266,0.5182777643203735,0.5649999976158142
240,,963,,,,,,1.0,1.0,0.6494556069374084,1.0,1.0,,,,,
,0.001,964,,,,,,,,,,,,,,,
241,,967,,,,,,,,,,,0.6666666865348816,0.5130050778388977,2.012606620788574,0.521060585975647,0.5459595918655396
241,,967,,,,,,1.0,1.0,0.6537767648696899,1.0,1.0,,,,,
,0.001,968,,,,,,,,,,,,,,,
242,,971,,,,,,,,,,,0.6333333253860474,0.49353572726249695,1.9345123767852783,0.49330559372901917,0.5488888621330261
242,,971,,,,,,1.0,1.0,0.6577163934707642,1.0,1.0,,,,,
,0.001,972,,,,,,,,,,,,,,,
243,,975,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.8719661235809326,0.5429531931877136,0.5929824709892273
243,,975,,,,,,1.0,1.0,0.6503095030784607,1.0,1.0,,,,,
,0.001,976,,,,,,,,,,,,,,,
244,,979,,,,,,,,,,,0.6666666865348816,0.49595239758491516,1.9364267587661743,0.4982540011405945,0.5396825671195984
244,,979,,,,,,1.0,1.0,0.6551346182823181,1.0,1.0,,,,,
,0.001,980,,,,,,,,,,,,,,,
245,,983,,,,,,,,,,,0.6333333253860474,0.4983690679073334,1.9742867946624756,0.4973333477973938,0.5488888621330261
245,,983,,,,,,1.0,1.0,0.6572364568710327,1.0,1.0,,,,,
,0.001,984,,,,,,,,,,,,,,,
246,,987,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9255421161651611,0.5182777643203735,0.5649999976158142
246,,987,,,,,,1.0,1.0,0.655785858631134,1.0,1.0,,,,,
,0.001,988,,,,,,,,,,,,,,,
247,,991,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9524626731872559,0.5182777643203735,0.5649999976158142
247,,991,,,,,,1.0,1.0,0.6499347686767578,1.0,1.0,,,,,
,0.001,992,,,,,,,,,,,,,,,
248,,995,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.980842113494873,0.53956139087677,0.5929824709892273
248,,995,,,,,,1.0,1.0,0.6540567874908447,1.0,1.0,,,,,
,0.001,996,,,,,,,,,,,,,,,
249,,999,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9454267024993896,0.5182777643203735,0.5649999976158142
249,,999,,,,,,1.0,1.0,0.6501374840736389,1.0,1.0,,,,,
,0.001,1000,,,,,,,,,,,,,,,
250,,1003,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.939014196395874,0.5182777643203735,0.5649999976158142
250,,1003,,,,,,1.0,1.0,0.6516981720924377,1.0,1.0,,,,,
,0.001,1004,,,,,,,,,,,,,,,
251,,1007,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.9440408945083618,0.5429531931877136,0.5929824709892273
251,,1007,,,,,,1.0,1.0,0.650594174861908,1.0,1.0,,,,,
,0.001,1008,,,,,,,,,,,,,,,
252,,1011,,,,,,,,,,,0.6000000238418579,0.4897381067276001,1.958092451095581,0.4925000071525574,0.532777726650238
252,,1011,,,,,,1.0,1.0,0.65169757604599,1.0,1.0,,,,,
,0.001,1012,,,,,,,,,,,,,,,
253,,1015,,,,,,,,,,,0.6666666865348816,0.5363945364952087,1.9528478384017944,0.543518602848053,0.5703704357147217
253,,1015,,,,,,1.0,1.0,0.6499862670898438,1.0,1.0,,,,,
,0.001,1016,,,,,,,,,,,,,,,
254,,1019,,,,,,,,,,,0.699999988079071,0.5653452277183533,1.935543179512024,0.5698333382606506,0.6133334040641785
254,,1019,,,,,,1.0,1.0,0.6507798433303833,1.0,1.0,,,,,
,0.001,1020,,,,,,,,,,,,,,,
255,,1023,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.958369493484497,0.53956139087677,0.5929824709892273
255,,1023,,,,,,1.0,1.0,0.6511670351028442,1.0,1.0,,,,,
,0.001,1024,,,,,,,,,,,,,,,
256,,1027,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9849106073379517,0.53956139087677,0.5929824709892273
256,,1027,,,,,,1.0,1.0,0.6532734632492065,1.0,1.0,,,,,
,0.001,1028,,,,,,,,,,,,,,,
257,,1031,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9546754360198975,0.53956139087677,0.5929824709892273
257,,1031,,,,,,1.0,1.0,0.6492295265197754,1.0,1.0,,,,,
,0.001,1032,,,,,,,,,,,,,,,
258,,1035,,,,,,,,,,,0.6666666865348816,0.5464723110198975,1.9424070119857788,0.5496944189071655,0.5972222685813904
258,,1035,,,,,,1.0,1.0,0.6496360898017883,1.0,1.0,,,,,
,0.001,1036,,,,,,,,,,,,,,,
259,,1039,,,,,,,,,,,0.6666666865348816,0.5760233998298645,1.9246852397918701,0.5802631378173828,0.6269006133079529
259,,1039,,,,,,1.0,1.0,0.653201162815094,1.0,1.0,,,,,
,0.001,1040,,,,,,,,,,,,,,,
260,,1043,,,,,,,,,,,0.699999988079071,0.5933458209037781,1.9545398950576782,0.5980701446533203,0.6438596248626709
260,,1043,,,,,,1.0,1.0,0.6541290879249573,1.0,1.0,,,,,
,0.001,1044,,,,,,,,,,,,,,,
261,,1047,,,,,,,,,,,0.6333333253860474,0.48614034056663513,1.9884657859802246,0.46324560046195984,0.5675438642501831
261,,1047,,,,,,1.0,1.0,0.6505112051963806,1.0,1.0,,,,,
,0.001,1048,,,,,,,,,,,,,,,
262,,1051,,,,,,,,,,,0.6666666865348816,0.5251461863517761,1.9404582977294922,0.5183625817298889,0.5929824709892273
262,,1051,,,,,,1.0,1.0,0.654220700263977,1.0,1.0,,,,,
,0.001,1052,,,,,,,,,,,,,,,
263,,1055,,,,,,,,,,,0.6333333253860474,0.5005555748939514,1.8544737100601196,0.5086110830307007,0.5408334136009216
263,,1055,,,,,,1.0,1.0,0.6489277482032776,1.0,1.0,,,,,
,0.001,1056,,,,,,,,,,,,,,,
264,,1059,,,,,,,,,,,0.6666666865348816,0.597806990146637,1.8981391191482544,0.6071345210075378,0.6359649300575256
264,,1059,,,,,,1.0,1.0,0.6462835669517517,1.0,1.0,,,,,
,0.001,1060,,,,,,,,,,,,,,,
265,,1063,,,,,,,,,,,0.6333333253860474,0.5177568793296814,1.9712046384811401,0.5175146460533142,0.5760233998298645
265,,1063,,,,,,1.0,1.0,0.6524195075035095,1.0,1.0,,,,,
,0.001,1064,,,,,,,,,,,,,,,
266,,1067,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9286186695098877,0.53956139087677,0.5929824709892273
266,,1067,,,,,,1.0,1.0,0.6469811797142029,1.0,1.0,,,,,
,0.001,1068,,,,,,,,,,,,,,,
267,,1071,,,,,,,,,,,0.6333333253860474,0.5073391795158386,1.8438388109207153,0.5047953128814697,0.5675439238548279
267,,1071,,,,,,1.0,1.0,0.6487279534339905,1.0,1.0,,,,,
,0.001,1072,,,,,,,,,,,,,,,
268,,1075,,,,,,,,,,,0.6333333253860474,0.5177568793296814,1.9350411891937256,0.5175146460533142,0.5760233998298645
268,,1075,,,,,,1.0,1.0,0.6457802057266235,1.0,1.0,,,,,
,0.001,1076,,,,,,,,,,,,,,,
269,,1079,,,,,,,,,,,0.6333333253860474,0.5177568793296814,2.0066986083984375,0.5175146460533142,0.5760233998298645
269,,1079,,,,,,1.0,1.0,0.6505200862884521,1.0,1.0,,,,,
,0.001,1080,,,,,,,,,,,,,,,
270,,1083,,,,,,,,,,,0.6333333253860474,0.5192105174064636,1.9113513231277466,0.5259941816329956,0.5675439238548279
270,,1083,,,,,,1.0,1.0,0.6495893597602844,1.0,1.0,,,,,
,0.001,1084,,,,,,,,,,,,,,,
271,,1087,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.877407193183899,0.5429531931877136,0.5929824709892273
271,,1087,,,,,,1.0,1.0,0.6538400053977966,1.0,1.0,,,,,
,0.001,1088,,,,,,,,,,,,,,,
272,,1091,,,,,,,,,,,0.6333333253860474,0.5203007459640503,1.9570391178131104,0.520906388759613,0.5760233998298645
272,,1091,,,,,,1.0,1.0,0.6478531956672668,1.0,1.0,,,,,
,0.001,1092,,,,,,,,,,,,,,,
273,,1095,,,,,,,,,,,0.6666666865348816,0.5395614504814148,1.9713960886001587,0.5429531931877136,0.5929824709892273
273,,1095,,,,,,1.0,1.0,0.6542319059371948,1.0,1.0,,,,,
,0.001,1096,,,,,,,,,,,,,,,
274,,1099,,,,,,,,,,,0.6333333253860474,0.5081871151924133,1.9012423753738403,0.5081871151924133,0.5675439238548279
274,,1099,,,,,,1.0,1.0,0.6451190710067749,1.0,1.0,,,,,
,0.001,1100,,,,,,,,,,,,,,,
275,,1103,,,,,,,,,,,0.6000000238418579,0.48274853825569153,1.8836928606033325,0.4776608347892761,0.5505847930908203
275,,1103,,,,,,1.0,1.0,0.6484915614128113,1.0,1.0,,,,,
,0.001,1104,,,,,,,,,,,,,,,
276,,1107,,,,,,,,,,,0.6000000238418579,0.5005555748939514,1.9621931314468384,0.503947377204895,0.5505847930908203
276,,1107,,,,,,1.0,1.0,0.6468541622161865,1.0,1.0,,,,,
,0.001,1108,,,,,,,,,,,,,,,
277,,1111,,,,,,,,,,,0.6333333253860474,0.5192105174064636,1.9713413715362549,0.5259941816329956,0.5675439238548279
277,,1111,,,,,,1.0,1.0,0.6488227248191833,1.0,1.0,,,,,
,0.001,1112,,,,,,,,,,,,,,,
278,,1115,,,,,,,,,,,0.6000000238418579,0.5107309818267822,1.928114652633667,0.520906388759613,0.5505847930908203
278,,1115,,,,,,1.0,1.0,0.6495461463928223,1.0,1.0,,,,,
,0.001,1116,,,,,,,,,,,,,,,
279,,1119,,,,,,,,,,,0.6000000238418579,0.4946199059486389,1.8933385610580444,0.4988596737384796,0.5505847930908203
279,,1119,,,,,,1.0,1.0,0.6473867893218994,1.0,1.0,,,,,
,0.001,1120,,,,,,,,,,,,,,,
280,,1123,,,,,,,,,,,0.6333333253860474,0.5109732747077942,1.9672883749008179,0.5090351700782776,0.5760233998298645
280,,1123,,,,,,1.0,1.0,0.6514991521835327,1.0,1.0,,,,,
,0.001,1124,,,,,,,,,,,,,,,
281,,1127,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.029005527496338,0.53956139087677,0.5929824709892273
281,,1127,,,,,,1.0,1.0,0.645467221736908,1.0,1.0,,,,,
,0.001,1128,,,,,,,,,,,,,,,
282,,1131,,,,,,,,,,,0.6666666865348816,0.5370175838470459,1.9328533411026,0.53956139087677,0.5929824709892273
282,,1131,,,,,,1.0,1.0,0.654547393321991,1.0,1.0,,,,,
,0.001,1132,,,,,,,,,,,,,,,
283,,1135,,,,,,,,,,,0.6333333253860474,0.5177568793296814,1.929843544960022,0.5175146460533142,0.5760233998298645
283,,1135,,,,,,1.0,1.0,0.6510187387466431,1.0,1.0,,,,,
,0.001,1136,,,,,,,,,,,,,,,
284,,1139,,,,,,,,,,,0.6333333253860474,0.5177568793296814,2.012815475463867,0.5175146460533142,0.5760233998298645
284,,1139,,,,,,1.0,1.0,0.6504529714584351,1.0,1.0,,,,,
,0.001,1140,,,,,,,,,,,,,,,
285,,1143,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9910120964050293,0.5182777643203735,0.5649999976158142
285,,1143,,,,,,1.0,1.0,0.6492178440093994,1.0,1.0,,,,,
,0.001,1144,,,,,,,,,,,,,,,
286,,1147,,,,,,,,,,,0.6666666865348816,0.5190833806991577,1.923675775527954,0.5214999914169312,0.5649999976158142
286,,1147,,,,,,1.0,1.0,0.6463911533355713,1.0,1.0,,,,,
,0.001,1148,,,,,,,,,,,,,,,
287,,1151,,,,,,,,,,,0.6333333253860474,0.4983690679073334,1.9333864450454712,0.4973333477973938,0.5488888621330261
287,,1151,,,,,,1.0,1.0,0.6476620435714722,1.0,1.0,,,,,
,0.001,1152,,,,,,,,,,,,,,,
288,,1155,,,,,,,,,,,0.6666666865348816,0.5251461863517761,1.9608975648880005,0.5183625817298889,0.5929824709892273
288,,1155,,,,,,1.0,1.0,0.6465184688568115,1.0,1.0,,,,,
,0.001,1156,,,,,,,,,,,,,,,
289,,1159,,,,,,,,,,,0.6000000238418579,0.48329365253448486,1.955925703048706,0.4844444990158081,0.532777726650238
289,,1159,,,,,,1.0,1.0,0.6467337608337402,1.0,1.0,,,,,
,0.001,1160,,,,,,,,,,,,,,,
290,,1163,,,,,,,,,,,0.6666666865348816,0.5370175838470459,2.0070059299468994,0.53956139087677,0.5929824709892273
290,,1163,,,,,,1.0,1.0,0.6516379714012146,1.0,1.0,,,,,
,0.001,1164,,,,,,,,,,,,,,,
291,,1167,,,,,,,,,,,0.6000000238418579,0.5005555748939514,2.0462052822113037,0.503947377204895,0.5505847930908203
291,,1167,,,,,,1.0,1.0,0.6467531323432922,1.0,1.0,,,,,
,0.001,1168,,,,,,,,,,,,,,,
292,,1171,,,,,,,,,,,0.6666666865348816,0.5166666507720947,1.9968723058700562,0.5182777643203735,0.5649999976158142
292,,1171,,,,,,1.0,1.0,0.6469664573669434,1.0,1.0,,,,,
,0.001,1172,,,,,,,,,,,,,,,
293,,1175,,,,,,,,,,,0.6333333253860474,0.5080357193946838,1.9348080158233643,0.5134444832801819,0.5488888621330261
293,,1175,,,,,,1.0,1.0,0.6494998335838318,1.0,1.0,,,,,
,0.001,1176,,,,,,,,,,,,,,,
294,,1179,,,,,,,,,,,0.6666666865348816,0.49365079402923584,1.9321645498275757,0.4951852262020111,0.5396825671195984
294,,1179,,,,,,1.0,1.0,0.6512077450752258,1.0,1.0,,,,,
,0.001,1180,,,,,,,,,,,,,,,
295,,1183,,,,,,,,,,,0.6666666865348816,0.49365079402923584,1.9918205738067627,0.4951852262020111,0.5396825671195984
295,,1183,,,,,,1.0,1.0,0.6517009139060974,1.0,1.0,,,,,
,0.001,1184,,,,,,,,,,,,,,,
296,,1187,,,,,,,,,,,0.6333333253860474,0.4919246435165405,2.038099765777588,0.48927780985832214,0.5488888621330261
296,,1187,,,,,,1.0,1.0,0.6460716724395752,1.0,1.0,,,,,
,0.001,1188,,,,,,,,,,,,,,,
297,,1191,,,,,,,,,,,0.699999988079071,0.5701786279678345,1.9588505029678345,0.5738611221313477,0.6133334040641785
297,,1191,,,,,,1.0,1.0,0.6528032422065735,1.0,1.0,,,,,
,0.001,1192,,,,,,,,,,,,,,,
298,,1195,,,,,,,,,,,0.6666666865348816,0.5521112084388733,1.9338082075119019,0.5585556030273438,0.5891667008399963
298,,1195,,,,,,1.0,1.0,0.6489956378936768,1.0,1.0,,,,,
,0.001,1196,,,,,,,,,,,,,,,
299,,1199,,,,,,,,,,,0.6333333253860474,0.499750018119812,1.9642701148986816,0.5053889155387878,0.5408334136009216
299,,1199,,,,,,1.0,1.0,0.6507394909858704,1.0,1.0,,,,,
300,,1200,0.6333333253860474,0.5073391795158386,1.8438388109207153,0.5047953128814697,0.5675439238548279,,,,,,,,,,
300,,1200,0.5842167139053345,0.45549315214157104,1.9502679109573364,0.46208134293556213,0.49162909388542175,,,,,,,,,,
